login_success,wrong_password,invalid_user,last_login_success,last_ip_login_failure,user,source_ip,source_port,anomaly
1,0,0,1,0,myazure1,223.191.32.164,3151,0
1,0,0,1,0,myazure1,223.191.32.164,20980,0
1,0,0,1,0,myazure1,223.191.32.164,20983,0
1,0,0,1,0,myazure1,223.191.32.164,18998,0
1,0,0,1,0,myazure1,223.191.32.164,57349,0
1,0,0,1,0,myazure1,223.191.32.164,35294,0
1,0,0,1,0,myazure1,223.191.32.164,24612,0
1,0,0,1,0,myazure1,223.191.32.164,11848,0
1,0,0,1,0,myazure1,223.191.32.164,23883,0
1,0,0,1,0,myazure1,223.191.32.164,20079,0
1,0,0,1,0,myazure1,223.191.32.164,25671,0
1,0,0,1,0,myazure1,223.191.32.164,25666,0
1,0,0,1,0,myazure1,223.191.32.164,63635,0
1,0,0,1,0,myazure1,223.191.32.164,39139,0
1,0,0,1,0,myazure1,223.191.32.164,51286,0
1,0,0,1,0,myazure1,223.191.32.164,46989,0
1,0,0,1,0,myazure1,223.191.32.164,3144,0
1,0,0,1,0,myazure1,223.191.32.164,3150,0
0,1,0,1,0,myazure1,223.191.32.164,46984,0
1,0,0,0,1,myazure1,223.191.32.164,3145,0
1,0,0,1,0,myazure1,223.191.32.164,3148,0
1,0,0,1,0,myazure1,223.191.32.164,3149,0
1,0,0,1,0,myazure1,223.191.32.164,63636,0
1,0,0,1,0,myazure1,223.191.32.164,44198,0
1,0,0,1,0,myazure1,223.191.32.164,46984,0
1,0,0,1,0,myazure1,223.191.32.164,40081,0
1,0,0,1,0,myazure1,223.191.32.164,18996,0
1,0,0,1,0,myazure1,223.191.32.164,40083,0
1,0,0,1,0,myazure1,223.191.32.164,41569,0
1,0,0,1,0,myazure1,223.191.32.164,41572,0
1,0,0,1,0,myazure1,223.191.32.164,18995,0
1,0,0,1,0,myazure1,223.191.32.164,37397,0
1,0,0,1,0,myazure1,223.191.32.164,37393,0
1,0,0,1,0,myazure1,223.191.32.164,51284,0
1,0,0,1,0,myazure1,223.191.32.164,51287,0
1,0,0,1,0,myazure1,223.191.32.164,41571,0
1,0,0,1,0,myazure1,223.191.32.164,51627,0
1,0,0,1,0,myazure1,223.191.32.164,51624,0
1,0,0,1,0,myazure1,223.191.32.164,18997,0
1,0,0,1,0,myazure1,223.191.32.164,51628,0
1,0,0,1,0,myazure1,223.191.32.164,46988,0
1,0,0,1,0,myazure1,223.191.32.164,37394,0
1,0,0,1,0,myazure1,223.191.32.164,46990,0
1,0,0,1,0,myazure1,223.191.32.164,46991,0
1,0,0,1,0,myazure1,223.191.32.164,44197,0
1,0,0,1,0,myazure1,223.191.32.164,44199,0
1,0,0,1,0,myazure1,223.191.32.164,41570,0
1,0,0,1,0,myazure1,223.191.32.164,51286,0
1,0,0,1,0,myazure1,223.191.32.164,51281,0
1,0,0,1,0,myazure1,223.191.32.164,51282,0
1,0,0,1,0,myazure1,223.191.32.164,51625,0
1,0,0,1,0,myazure1,223.191.32.164,51626,0
1,0,0,1,0,myazure1,223.191.32.164,46989,0
1,0,0,1,0,myazure1,223.191.32.164,46984,0
1,0,0,1,0,myazure1,223.191.32.164,3148,0
1,0,0,1,0,myazure1,223.191.32.164,3145,0
1,0,0,1,0,myazure1,223.191.32.164,3146,0
1,0,0,1,0,myazure1,223.191.32.164,3144,0
1,0,0,1,0,myazure1,223.191.32.164,3149,0
1,0,0,1,0,myazure1,223.191.32.164,3150,0
1,0,0,1,0,myazure1,223.191.32.164,63636,0
1,0,0,1,0,myazure1,223.191.32.164,63639,0
1,0,0,1,0,myazure1,223.191.32.164,44195,0
1,0,0,1,0,myazure1,223.191.32.164,40081,0
1,0,0,1,0,myazure1,223.191.32.164,41569,0
1,0,0,1,0,myazure1,223.191.32.164,41571,0
1,0,0,1,0,myazure1,223.191.32.164,41572,0
1,0,0,1,0,myazure1,223.191.32.164,41573,0
1,0,0,1,0,myazure1,223.191.32.164,18996,0
1,0,0,1,0,myazure1,223.191.32.164,37394,0
1,0,0,1,0,myazure1,223.191.32.164,37397,0
1,0,0,1,0,myazure1,223.191.32.164,37399,0
1,0,0,1,0,myazure1,223.191.32.164,37392,0
1,0,0,1,0,myazure1,223.191.32.164,37393,0
1,0,0,1,0,myazure1,223.191.32.164,51628,0
1,0,0,1,0,myazure1,223.191.32.164,46990,0
1,0,0,1,0,myazure1,223.191.32.164,63633,0
1,0,0,1,0,myazure1,223.191.32.164,40085,0
0,1,0,1,0,myazure1,223.191.32.164,46988,0
1,0,0,0,1,myazure1,223.191.32.164,40086,0
0,1,0,1,0,myazure1,223.191.32.164,46988,0
1,0,0,0,1,myazure1,223.191.32.164,63634,0
0,1,0,1,0,myazure1,223.191.32.164,46988,0
1,0,0,0,1,myazure1,223.191.32.164,40080,0
1,0,0,1,0,myazure1,223.191.32.164,41570,0
1,0,0,1,0,myazure1,223.191.32.164,18998,0
1,0,0,1,0,myazure1,223.191.32.164,37395,0
1,0,0,1,0,myazure1,223.191.32.164,51286,0
1,0,0,1,0,myazure1,223.191.32.164,51631,0
0,0,1,0,0,myazure,223.191.32.164,51629,1
1,0,0,1,0,myazure1,223.191.32.164,51625,0
1,0,0,1,0,myazure1,223.191.32.164,46984,0
1,0,0,1,0,myazure1,223.191.32.164,3148,0
1,0,0,1,0,myazure1,223.191.32.164,3144,0
1,0,0,1,0,myazure1,223.191.32.164,31700,0
1,0,0,1,0,myazure1,223.191.32.164,20980,0
1,0,0,1,0,myazure1,223.191.32.164,20977,0
1,0,0,1,0,myazure1,223.191.32.164,57351,0
1,0,0,1,0,myazure1,223.191.32.164,57350,0
1,0,0,1,0,myazure1,223.191.32.164,57348,0
1,0,0,1,0,myazure1,223.191.32.164,31696,0
1,0,0,1,0,myazure1,223.191.32.164,57349,0
1,0,0,1,0,myazure1,223.191.32.164,57345,0
1,0,0,1,0,myazure1,223.191.32.164,57346,0
1,0,0,1,0,myazure1,223.191.32.164,41572,0
1,0,0,1,0,myazure1,223.191.32.164,41569,0
1,0,0,1,0,myazure1,223.191.32.164,41573,0
1,0,0,1,0,myazure1,223.191.32.164,41574,0
1,0,0,1,0,myazure1,223.191.32.164,18993,0
1,0,0,1,0,myazure1,223.191.32.164,18995,0
1,0,0,1,0,myazure1,223.191.32.164,18996,0
1,0,0,1,0,myazure1,223.191.32.164,18997,0
1,0,0,1,0,myazure1,223.191.32.164,37397,0
1,0,0,1,0,myazure1,223.191.32.164,37399,0
1,0,0,1,0,myazure1,223.191.32.164,37393,0
1,0,0,1,0,myazure1,223.191.32.164,37394,0
0,1,0,0,1,root,104.248.138.120,49418,1
1,0,0,1,0,myazure1,223.191.32.164,46985,0
1,0,0,1,0,myazure1,223.191.32.164,63633,0
1,0,0,1,0,myazure1,223.191.32.164,35291,0
1,0,0,1,0,myazure1,223.191.32.164,35292,0
1,0,0,1,0,myazure1,223.191.32.164,24612,0
1,0,0,1,0,myazure1,223.191.32.164,41570,0
1,0,0,1,0,myazure1,223.191.32.164,37395,0
1,0,0,1,0,myazure1,223.191.32.164,51286,0
1,0,0,1,0,myazure1,223.191.32.164,51631,0
1,0,0,1,0,myazure1,223.191.32.164,51625,0
1,0,0,1,0,myazure1,223.191.32.164,51629,0
1,0,0,1,0,myazure1,223.191.32.164,46984,0
1,0,0,1,0,myazure1,223.191.32.164,46988,0
0,1,0,0,1,root,138.197.180.102,35840,1
1,0,0,1,0,myazure1,223.191.32.164,3144,0
1,0,0,1,0,myazure1,223.191.32.164,63634,0
1,0,0,1,0,myazure1,223.191.32.164,63638,0
1,0,0,1,0,myazure1,223.191.32.164,40080,0
1,0,0,1,0,myazure1,223.191.32.164,40082,0
1,0,0,1,0,myazure1,223.191.32.164,31698,0
1,0,0,1,0,myazure1,223.191.32.164,20978,0
1,0,0,1,0,myazure1,223.191.32.164,57348,0
1,0,0,1,0,myazure1,223.191.32.164,24613,0
1,0,0,1,0,myazure1,223.191.32.164,41572,0
1,0,0,1,0,myazure1,223.191.32.164,41571,0
1,0,0,1,0,myazure1,223.191.32.164,41574,0
1,0,0,1,0,myazure1,223.191.32.164,18995,0
1,0,0,1,0,myazure1,223.191.32.164,18996,0
1,0,0,1,0,myazure1,223.191.32.164,18993,0
1,0,0,1,0,myazure1,223.191.32.164,18997,0
1,0,0,1,0,myazure1,223.191.32.164,37397,0
1,0,0,1,0,myazure1,223.191.32.164,37399,0
1,0,0,1,0,myazure1,223.191.32.164,37394,0
1,0,0,1,0,myazure1,223.191.32.164,37392,0
1,0,0,1,0,myazure1,223.191.32.164,37393,0
0,1,0,0,1,root,104.248.138.120,58154,1
1,0,0,1,0,myazure1,223.191.32.164,63633,0
1,0,0,1,0,myazure1,223.191.32.164,40086,0
1,0,0,1,0,myazure1,223.191.32.164,40087,0
1,0,0,1,0,myazure1,223.191.32.164,40081,0
1,0,0,1,0,myazure1,223.191.32.164,57345,0
1,0,0,1,0,myazure1,223.191.32.164,41570,0
1,0,0,1,0,myazure1,223.191.32.164,18992,0
1,0,0,1,0,myazure1,223.191.32.164,37395,0
0,1,0,0,1,root,138.197.180.102,44054,1
1,0,0,1,0,myazure1,223.191.32.164,51286,0
1,0,0,1,0,myazure1,223.191.32.164,18993,0
1,0,0,1,0,myazure1,223.191.32.164,18997,0
1,0,0,1,0,myazure1,223.191.32.164,18996,0
1,0,0,1,0,myazure1,223.191.32.164,37399,0
1,0,0,1,0,myazure1,223.191.32.164,37392,0
0,1,0,0,1,root,104.248.138.120,38656,1
1,0,0,1,0,myazure1,223.191.32.164,37394,0
0,0,1,0,0,bot,49.234.5.191,55636,1
1,0,0,1,0,myazure1,223.191.32.164,51627,0
1,0,0,1,0,myazure1,223.191.32.164,51626,0
1,0,0,1,0,myazure1,223.191.32.164,41570,0
0,0,1,0,0,profile1,102.22.177.9,50290,1
0,0,1,0,1,profile1,102.22.177.9,56554,1
0,0,1,0,1,profile1,102.22.177.9,51287,1
0,0,1,0,1,profile1,102.22.177.9,65310,1
0,0,1,0,0,user1,102.22.177.9,65164,1
0,0,1,0,1,user1,102.22.177.9,49799,1
0,0,1,0,1,user1,102.22.177.9,61666,1
0,0,1,0,1,user1,102.22.177.9,52598,1
0,0,1,0,1,user1,102.22.177.9,63510,1
0,0,1,0,1,user1,102.22.177.9,54295,1
0,0,1,0,1,user1,102.22.177.9,49384,1
0,0,1,0,1,user1,102.22.177.9,57323,1
0,0,1,0,1,user1,102.22.177.9,58589,1
0,0,1,0,1,user1,102.22.177.9,51808,1
0,0,1,0,1,user1,102.22.177.9,53133,1
0,0,1,0,1,user1,102.22.177.9,54157,1
0,0,1,0,1,user1,102.22.177.9,55448,1
0,0,1,0,1,user1,102.22.177.9,56758,1
0,0,1,0,1,user1,102.22.177.9,57801,1
0,0,1,0,1,user1,102.22.177.9,58338,1
0,0,1,0,1,user1,102.22.177.9,59616,1
0,0,1,0,1,user1,102.22.177.9,65004,1
0,0,1,0,1,user1,102.22.177.9,49896,1
0,0,1,0,1,user1,102.22.177.9,51051,1
0,0,1,0,0,admin1,102.22.177.9,52185,1
0,0,1,0,1,admin1,102.22.177.9,55930,1
0,0,1,0,1,admin1,102.22.177.9,57240,1
0,0,1,0,1,admin1,102.22.177.9,58396,1
0,0,1,0,1,admin1,102.22.177.9,59632,1
0,0,1,0,1,admin1,102.22.177.9,60934,1
0,0,1,0,1,admin1,102.22.177.9,62192,1
0,0,1,0,1,admin1,102.22.177.9,63266,1
0,0,1,0,1,admin1,102.22.177.9,64442,1
0,0,1,0,1,admin1,102.22.177.9,49326,1
